name,latitude,longitude,building_count
"CORNERSTONE CHURCH OF ALEXANDRIA VA, INC.",38.743023,-77.081614,
CORPORATION OF THE ROMAN CATHOLIC CLERGYMEN,39.394216,-76.57779,
"COVENANT CHRISTIAN CHURCH, INC.",38.912241,-78.290456,
COVENANT CHURCH,36.684402,-76.230093,
COVENANT FELLOWSHIP BAPTIST CHURCH,37.512662,-77.827079,
COVENANT KEEPERS CHURCH,37.363832,-77.738757,
CRAIGS BAPTIST CHURCH,38.221907,-77.825622,
"CRANDALL CONDOMINIUM OF CHRISTIANSBURG, INC.",37.266584,-79.947133,
CROSSLIGHT ASSEMBLY OF GOD,37.1922,-77.389641,
CROSSLIGHT ASSEMBLY OF GOD,37.186286,-77.366615,
"CROSSROADS BAPTIST CHURCH OF FISHERSVILLE, VIRGINIA",38.093894,-78.992758,
CROSSROADS CHRISTIAN COMMUNITY CHURCH,37.086253,-76.690248,
CROSSROADS COMMUNITY CHURCH-CCC,37.903945,-78.341075,
"CULPEPER AREA CHRISTIAN HOME EDUCATORS, INC.",38.682077,-77.929606,
DALE CITY BAPTIST CHURCH,38.629708,-77.317197,
DANCE CHURCH INC,47.600223,-122.331309,
DANIEL VILLARREAL JR.,28.819812,-96.990241,
DANIELS RUN PEACE CHURCH,38.851211,-77.297922,
DANVILLE CHURCH & COMMUNITY TUTORIAL PROGRAM,36.610499,-79.397168,
DEBRE BISRAT KIDUS GEBRIEL ETHIPIAN ORTHODOX,47.822093,-122.281464,
DIAMOND HILL PRESBYTERIAN CHURCH,37.200596,-79.044767,
DIOCESE OF OWENSBORO,37.751818,-87.257303,
DIOCESE OF PITTSBURGH (INC),40.47441,-79.950968,
DOCTRINE OF CHRIST YESHUA CHURCH INCORPORATED,36.805672,-81.175798,
DREAM CHURCH,36.800261,-76.177196,
"DREAM CITY CHURCH, INC.",38.991776,-77.488842,
"EAGLES NEST COMMUNITY CHURCH, INC.",39.61782,-104.813935,
EAST END ASSEMBLY OF GOD,37.471869,-77.329029,
"EASTLAKE COMMUNITY CHURCH, INC.",37.151985,-79.631144,
EBENEZER BAPTIST CHURCH OF WOODBRIDGE,38.669589,-77.284592,
Edenton Christian Radio Inc,36.855786,-76.221099,
EDRANS CHURCH INC.,36.324103,-88.782561,
EL ENCUENTRO CHRISTIAN STORE LLC,38.751189,-77.573299,
"ELK LICK ASSEMBLY OF GOD, INC.",38.918803,-77.515196,
"ELOHIM NEWBORN BAPTIST CHURCH, INC.",25.938254,-80.161634,
EMANUEL DESHIELDS II,39.607294,-75.7214,
EMBODIED TEMPLE OF BEAUTY LLC,36.798371,-76.085666,
EMMANUEL CHRISTIAN FELLOWSHIP CHURCH INC.,38.036618,-76.775635,
EMMANUEL CHURCH OF JESUS CHRIST,39.644832,-75.595574,
EMMANUEL PRESBYTERIAN CHURCH,38.896148,-77.139952,
EMMANUEL WORSHIP CENTER VIRGINIA,37.232138,-77.408591,
Emmanuelchurchag,38.934471,-77.428684,
"EMMAUS BAPTIST CHURCH, INC.",37.138094,-76.398687,
Emmaus Church Investments Llc,36.859325,-75.979854,
EMMAUS CHURCH PROPERTIES LLC,37.073526,-76.493022,
"ETERNALLY LOVED CHRISTIAN CENTER, INC.",38.222763,-77.506025,
ETHIOPIAN EVANGELICAL CHURCHES FELLOWSHIP,38.822731,-77.132046,
ETLAN COMMUNITY CHURCH,38.526345,-78.272616,
EVANGEL ASSEMBLY OF GOD,37.488186,-77.473374,
EXMORE BAPTIST CHURCH,37.532995,-75.82386,
FAIRFAX BAPTIST CHURCH,38.851049,-77.318433,
FAIRFAX CIRCLE BAPTIST CHURCH,38.864437,-77.248423,
FAIRMONT BAPTIST CHURCH,37.06243,-80.021588,
FAITH AND HOPE TEMPLE CHURCH OF GOD IN CHRIST,37.237681,-77.373368,
FAITH BAPTIST CHURCH OF COVINGTON,37.764996,-79.968294,
FAITH CITY CHURCH,37.182667,-79.202342,
FAITH IMPACT CHURCH,36.770798,-76.259745,
FAITH UCC,40.796719,-77.858279,
FAITHFUL LIFE CHURCH,38.84426,-77.287279,
"FALLS CHURCH BOWL, INC.",37.603323,-77.355166,
FALLS CHURCH C9S LLC,36.847067,-76.12643,
FALLS CHURCH FLOORS INC,38.85681,-77.559437,
FALMOUTH BAPTIST CHURCH,38.323109,-77.465538,
FAMILY LIGHT BAPTIST CHURCH,36.997622,-76.417877,
FARNHAM BAPTIST CHURCH,37.844798,-76.612174,
FELLOWSHIP BIBLE CHURCH,39.144728,-78.206769,
"FIREPLACE CHURCH, INC.",37.233044,-80.398706,
FIRST AGAPE BAPTIST COMMUNITY OF FAITH CHURCH,38.827683,-77.058771,
FIRST AMENDMENT FALLS CHURCH LLC,38.888466,-77.180278,
FIRST BAPTIST CHURCH OF CAMELOT,36.780355,-76.35895,
FIRST BAPTIST CHURCH OF ELKTON INC.,38.404916,-78.612234,
"FIRST BAPTIST CHURCH OF LEXINGTON, VA",37.785976,-79.440551,
FIRST BAPTIST CHURCH OF MASON CITY PASTOR'S OFFICE,33.467701,-86.847264,
"FIRST BAPTIST CHURCH OF NORTH MAIN STREET, SOUTH BOSTON",36.701569,-78.898371,
"FIRST BAPTIST CHURCH OF ROCKY MOUNT, VA, INC.",36.991942,-79.889063,
FIRST BAPTIST CHURCH OF WEST POINT,36.711675,-76.258561,
FIRST BAPTIST CHURCH OF WEST SENECA,42.83749,-78.75083,
FIRST BAPTIST CHURCH OF WEST SENECA,42.813883,-78.751732,
"FIRST CHRISTIAN CHURCH (DISCIPLES OF CHRIST) OF HAMPTON, VIRGINIA, INC.",37.039579,-76.419138,
FIRST CHRISTIAN CHURCH OF BRISTOL,36.599463,-82.177889,
"FIRST CHURCH OF COLUMBIA FURNACE, INC.",38.817081,-78.647715,
FIRST KACHIN BAPTIST CHURCH OF VIRGINIA,38.444216,-78.87161,
"FIRST NEW KINDLING BAPTIST CHURCH, INC.",36.837153,-76.347314,
"FIRST PRESBYTERIAN CHURCH OF WINCHESTER, VIRGINIA, INC.",39.182544,-78.165722,
"FIRST PRESBYTERIAN CHURCH, HARRISONBURG",38.450071,-78.869046,
"FIRST PRESBYTERIAN CHURCH, PULASKI, VIRGINIA, INC.",37.064714,-80.771241,
FIRST UNITARIAN CHURCH OF WILMINGTON,39.801874,-75.549669,
FIRST UNITED METHODIST EARLY LEARNING CENTER,36.690611,-79.869575,
"FIRST UNITED PRESBYTERIAN CHURCH OF DALE CITY, INCORPORATED",38.63618,-77.350982,
"FIRST WOODBINE CHURCH AN INDEPENDENT BAPTIST FELLOWSHIP, INC.",38.672885,-77.441458,
FORT TRIAL CHRISTIAN CHURCH,36.755828,-79.936852,
"FOURTH BAPTIST CHURCH AT P STREET OF RICHMOND, VA",37.536049,-77.409853,
FREDERICKSBURG BAPTIST CHURCH,38.304154,-77.460778,
"FREE LIFE CHURCH, INC.",39.080913,-77.555769,
FREE UNION BAPTIST CHURCH,38.40424,-77.924021,
FREEDOM AFRICAN METHODIST EPISCOPAL ZION CHURCH,36.779778,-76.276677,
FREEDOM CHURCH REVOLUTION,38.648365,-78.671754,
FREEDOM LIFE CHURCH,37.675096,-77.453693,
"FREEDOM LIFE CHURCH INTERNATIONAL, INC.",37.056237,-76.374566,
FREEDOM WAY MISSIONARY BAPTIST CHURCH,38.835949,-77.05807,
"FRONT ROYAL CHURCH OF THE NAZARENE, INC.",38.934258,-78.206571,
"FULL GOSPEL BREAKTHROUGH MINISTRY, INC.",28.527555,-81.437636,
GADDIEL ACQUAAH MEMORIAL METHODIST CHURCH (GHANA CONFERENCE) INC.,38.739689,-77.053782,
"GATES OF PRAISE WAY OF THE CROSS CHURCH OF CHRIST, INC.",37.007185,-76.368616,
GATEWAY BAPTIST CHURCH,37.243966,-80.366966,
GERTRUDE T SAYLES,28.800067,-96.982192,
GETHSEMANE SEVENTH DAY,30.630318,-87.898325,
"GIVING TO GHANA (CATHOLIC DIOCESE OF OBUASI), INC.",36.952068,-81.081475,
GOD S HOUSE BAPTIST CHURCH,36.795119,-76.361076,
GOD S LIVING WORD CHURCHES OF CHRIST INC.,38.571224,-77.329655,
GOLDEN LIFE BAPTIST CHURCH,38.833851,-77.421888,
GOOD NEWS BAPTIST CHURCH,38.789418,-77.088747,
"GOOD NEWS CHURCH VIRGINIA, INC.",36.74845,-80.435608,
GOSHEN BAPTIST CHURH,38.226794,-77.626309,
GOSPEL CENTERED ENNEAGRAM LLC,37.393074,-77.468496,
GOSPEL DANCE AT ITS BEST,37.639112,-77.458726,
"GOSPEL LIGHT BAPTIST CHURCH, INC.",37.513571,-77.791132,
"GRACE AND GLORY LUTHERAN CHURCH OF PALMYRA, INC.",37.862317,-78.27812,
GRACE ANGLICAN CHURCH,39.05705,-78.10361,
"GRACE BAPTIST CHURCH OF BRISTOL, VIRGINIA",36.605676,-82.166575,
GRACE BAPTIST CHURCH OF FRIES,36.743575,-80.981337,
GRACE BAPTIST CHURCH OF RIDGEWAY,36.605421,-79.862353,
GRACE BAPTIST CHURCH OF WOODBRIDGE,38.644895,-77.388149,
GRACE BIBLE CHURCH OF FAIRFAX,38.777209,-77.276476,
"GRACE CHRISTIAN CHURCH MECHANICSVILLE, INC.",37.619051,-77.38548,
GRACE CHRISTIAN FELLOWSHIP,36.702268,-81.998547,
GRACE CHRISTIAN REFORMED CHURCH,38.781745,-77.28411,
"GRACE CHURCH, INC (MARTINSVILLE & HENRY CO)",36.729311,-79.927931,
GRACE COLLECTIVE CHURCH,36.870555,-76.286576,
GRACE EPISCOPAL CHURCH,42.614268,-76.120128,
"GRACE KOREAN CHURCH, LLC",38.848015,-77.310192,
GRACE LUTHERAN CHURCH OF CHESAPEAKE,36.801903,-76.241664,
"GRACE MEMORIAL BAPTIST CHURCH, INC.",37.293129,-79.620791,
GRACE NEPALI CHURCH,39.01291,-77.418361,
GRACE TEMPLE WORSHIP CENTER INC,37.082396,-76.499026,
GRAPEVINE SALONS - TEMPLE,31.085877,-97.397774,
"GREAT BRIDGE FREE WILL BAPTIST CHURCH, INC.",36.704944,-76.212289,
GREAT COMMISSION ANGLICAN CHURCH INC.,38.561543,-77.813247,
GREAT COMMISSION INTERNATIONAL CHURCH INC.,38.813681,-77.137631,
GREAT COMMISSION OUTREACH BAPTIST CHURCH INC.,36.696342,-76.953302,
GREAT FAITH CHRISTIAN CENTER INTERNATIONAL,38.593154,-77.341955,
"GREATER ANOINTING CHURCH, INC.",37.572224,-77.407661,
"GREATER BETHLEHEM CHURCH BASKETBALL LEAGUE, INC.",40.620327,-75.382222,
GREATER DELIVERANCE TEMPLE APOSTOLIC MINISTRIES,36.598968,-79.386693,
GREATER FALLS CHURCH CHAMBER OF COMMERCE,38.885504,-77.176918,
GREATER LIFE CHRISTIAN FELLOWSHIP,37.325925,-76.784327,
"GREATER REFUGE CHURCH MINISTRIES, INC.",37.577171,-77.400279,
GREATER WORKS FULL GOSPEL BAPTIST CHURCH,36.713427,-76.30398,
GREEN LAKES BAPTIST CHURCH,36.81002,-76.38662,
GREEN RIDGE BAPTIST CHURCH,37.315019,-80.016944,
"GREENFIELDS CHURCH CONSULTING, LLC",38.43109,-78.887207,
GREENVIEW CHURCH OF GOD,37.33853,-79.225032,
"GREGORY MEMORIAL PRESBYTERIAN CHURCH, INC.",37.229975,-77.292491,
"GRETNA CHURCH OF GOD OF PROPHECY, INC.",36.887454,-79.335532,
GUILFORD BAPTIST CHURCH,39.006999,-77.401736,
HAMPTON PROGRESSIVE CHURCH OF JESUS #1,37.028961,-76.351299,
HAMPTON ROADS CHURCH,36.851324,-76.072356,
HANNAH CHURCH,33.072506,-97.046442,
"HANOVER CHRISTIAN FIREWOOD MINISTRY, INC.",37.719667,-77.401468,
HARVEST CHURCH COMMUNITIES,39.014196,-77.528452,
HARVEST CHURCH INTERNATIONAL CHRISTIAN CENTER,38.13129,-79.064237,
HARVEST CHURCH OF HAMPTON,36.870514,-76.446867,
HARVEST FELLOWSHIP BAPTIST CHURCH OF SMITHFIELD,36.974785,-76.589689,
HARVEST INTERCONTINENTAL CHURCH - VIRGINIA,38.877569,-77.383528,
HAVING CHURCH MINISTRIES LLC,36.87614,-76.423783,
HEARTLAND SENIOR LIVING,43.830188,-94.430253,
HEB 182 TEMPLE 2,31.071596,-97.369336,
HELP 4 THE NATIONS CHURCH INTERNATIONAL,38.934464,-77.424322,
"HERITAGE BAPTIST CHURCH OF CHESTERFIELD, INC.",37.417054,-77.523168,
HERNANDEZ SANDOVAL CHRISTIAN A,48.068072,-122.167985,
HIDDEN TREASURES OF THE TEMPLE,39.877819,-104.807061,
HIGHWAY ASSEMBLY OF GOD,38.281756,-77.493556,
"HIGHWAY CHURCH OF OUR LORD JESUS CHRIST OF THE APOSTOLIC FAITH, INC.",36.874377,-77.483512,
HILL CITY REFORMED BAPTIST CHURCH,37.373463,-79.247881,
HIS CHURCH UNITED,38.758094,-77.615063,
"HOLY BIBLE BOOKSTORE, LLC",38.775455,-77.179248,
"HOLY TRANSFIGURATION MELKITE GREEK CATHOLIC CHURCH, INC.",38.936409,-77.239182,
HOPE COMMUNITY CHURCH OF CANA VIRGINIA,36.584737,-80.663257,
HOPE REDEMPTION CHURCH,36.781049,-76.220534,
HORIZON COLLEGE OF MINISTRY,47.626557,-122.344664,
HOSANNA CHRISTIAN MEDIA INC.,36.793602,-76.233077,
"HOUSE OF BLESSINGS HOLINESS CHURCH, INC.",36.986575,-76.408574,
"HOUSE OF BREAD CHRISTIAN CENTER, INC.",38.317417,-77.216643,
"HOUSE OF GOD, TEMPLE NO 1",37.501958,-77.464008,
"I AM CHURCH INTERNATIONAL, INC.",36.726741,-76.564924,
"IMAGINENATIONS CHURCH USA, INC.",36.841731,-76.158728,
IMMANUEL ANGLICAN CHURCH,38.671771,-77.262779,
"IMPACT INTERNATIONAL CHURCH, INC.",36.761613,-81.968712,
INCARNATION ANGLICAN CHURCH,38.851092,-77.111504,
INDO-PAK INTERDENOMINATIONAL CHURCH,38.780498,-77.494071,
INSPIRATION CHURCH,37.382542,-79.218121,
INTERFAITH MOVEMENT PROMOTING ACTION BY CONGREGATIONS TOGETHER,38.036541,-78.501553,
INTERNATIONAL CATHOLIC LEGISLATORS NETWORK-WESTERN HEMISPHERE,38.829904,-77.616639,
"INTERNATIONAL CENTRAL GOSPEL CHURCH, GLORY TEMPLE",39.010327,-77.419928,
INTERNATIONAL COMMUNITY OUTREACH AND BIBLE BASED CHURCH INCORPORATED,39.037312,-77.412722,
INTERNATIONAL KINGDOM LIFE CHURCH,37.084506,-76.478411,
INVEST CHURCH PLANTING NETWORK,37.711698,-77.481233,
IRON CHURCH LLC,38.892166,-77.103079,
JAMES RIVER COMMUNITY CHURCH,36.910959,-76.492693,
JAX WORSHIP COLLECTIVE LLC,30.247146,-81.523452,
JEFFREY M MAZURE DO,40.086563,-75.128083,
"JERUSALEM CHAPEL UNITED BRETHREN IN CHRIST CHURCH, USA",38.22876,-79.20849,
JESUS CHRIST HOLINESS CHURCH OF GOD,37.305076,-77.284196,
"JESUS PRAISE CENTER, INC.",28.604982,-81.509947,
JOHN CALVIN PRESBYTERIAN CHURCH,38.83705,-77.167918,
JOHN IRBA AND CELENA SAUCIER CATHOLIC FOUNDATION,38.824651,-77.120745,
JOURNEY CHRISTIAN CHURCH OF VIRGINIA BEACH,36.788845,-76.185704,
"JUDEO-CHRISTIAN OUTREACH CENTER, INC.",36.841606,-75.993818,
KAIROS VA CHURCH,38.740929,-77.20773,
KENDRICK MINISTRIES,47.509529,-122.272385,
KHURRAM H KHAN DPM,39.954322,-75.153051,
KING OF KINGS CHURCH,37.305475,-79.306018,
KING S CROSS CHURCH OF LOUDOUN COUNTY,39.058081,-77.446073,
KINGDOM COMMUNITY CHURCH-KCC,37.188683,-78.142211,
KINGDOM WAY CHURCH LLC,38.887298,-77.179402,
"KINGDOM WORSHIP CENTER, LLC",36.700702,-76.319357,
"KINGS CHRISTIAN EDUCATION MINISTRIES, INC.",38.954256,-77.426873,
"KIRK O CLIFF PRESBYTERIAN CHURCH, INC.",38.125914,-77.903651,
"KIRKWOOD PRESBYTERIAN CHURCH, INC.",38.782394,-77.230715,
KLONDYKE CHURCH LLC,38.909256,-77.257816,
KNIFE BIBLE LLC,39.087397,-77.59679,
KOREAN FAITH COMMUNITY CHURCH OF FREDERICKSBURG,38.290432,-77.53049,
KOREAN FIRST PRESBYTERIAN CHURCH,33.853945,-84.215369,
LA IGLESIA DE JESUS-BAUTISTA THE JESUS CHURCH- BAPTIST,37.61653,-77.513509,
"LAKESIDE PRESBYTERIAN CHURCH OF HENRICO, INC.",37.621235,-77.481982,
LAUREN CHRISTIAN YOGA LLC,39.08944,-77.51353,
LEBANON CHRISTIAN CHURCH,37.214098,-76.571009,
"LEBANON CHURCH COMMUNITY CENTER, INC.",39.055896,-78.367262,
LEE'S CHAPEL BAPTIST CHURCH,31.504909,-82.703064,
"LIBERTY BAPTIST CHURCH OF STRASBURG, INC.",38.970211,-78.405212,
LIFE CENTER CHURCH INC,37.485391,-77.492741,
"LIFE CHRISTIAN UNIVERSITY, INC.",37.594884,-77.505334,
"LIFE CHURCH OF GOD IN CHRIST OF WINCHESTER, INC.",39.190122,-78.239667,
LIFE EXPERIENCE CHURCH,36.730615,-76.586579,
LIFE IN THE WORD CHURCH OF JESUS CHRIST,39.095985,-78.198624,
"LIFE TICKET CHURCH, INC.",38.92518,-77.39284,
"LIFEHOUSE INTERNATIONAL CHURCH CALIFORNIA, INC.",36.827532,-76.130361,
LIFEHOUSE INTERNATIONAL SDA CHURCH,39.683398,-104.77133,
"LIGHT AND HOPE SANCTUARY, INC",28.353285,-81.364238,
"LIGHT AND HOPE SANCTUARY, INC",28.593733,-81.724322,
"LIGHT AND HOPE SANCTUARY, INC",28.323272,-81.338373,
"LIGHTHOUSE BAPTIST CHURCH OF FISHERSVILLE, INC.",38.078153,-78.886215,
"LIGHTHOUSE BAPTIST CHURCH OF ROCKY MOUNT VA, INC.",36.985154,-79.92752,
"LIGHTHOUSE CHRISTIAN RETREAT, INC.",38.511694,-77.9928,
LIGHTHOUSE INTERNATIONAL CHURCH (LIC),37.553758,-77.460262,
LIGHTHOUSE WORSHIP CENTER MINISTRY LLC,38.287903,-77.327262,
LIMITLESS CHURCH INC.,37.31945,-79.959083,
"LIPSCOMB CHRISTIAN LIFE COACH PLUS, LLC",38.26281,-77.537914,
LISU BAPTIST CHURCH,37.587688,-77.507977,
LITTLE CREEK CHURCH,36.949483,-76.252876,
LITTLE WELCOME BAPTIST,30.721567,-88.135396,
LITTLE ZION BAPTIST CHURCH INCORPORATED,36.835348,-76.521929,
LIVING HOPE ASSEMBLY OF GOD CHURCH,38.740909,-77.209321,
LIVING HOPE EVANGELICAL PRESBYTERIAN CHURCH,38.772931,-77.650322,
"LIVING THE WORD KINGDOM CHURCH, INC.",37.042625,-76.399908,
"LIVING WATER CHRISTIAN CHURCH @ NORTHSIDE, INC.",37.323947,-79.948634,
LIVING WATERS ASSEMBLY OF GOD,36.711675,-76.258561,
LIVING WELL CHRISTIAN CENTER,36.768083,-76.275131,
LIVING WORD BAPTIST CHURCH OF FOREST,37.333313,-79.261346,
LIVINGDAY CHURCH,38.62496,-77.376632,
LOCAL CHURCH RESOURCES INC.,37.325941,-79.919119,
"LORD JESUS KOREAN CHURCH, INC.",37.50921,-77.585933,
"LORD'S HERITAGE CHRISTIAN ACADEMY, INC",27.358253,-80.297886,
LOREN CHRISTIAN SALON,29.612761,-98.507112,
LOUDOUN CHRISTIAN JUSTICE MISSION,39.082024,-77.494373,
"LOUDOUN VALLEY BAPTIST CHURCH, INC.",39.13167,-77.686195,
LOVE CENTERED CHURCH LLC,36.649574,-76.998798,
LOVE CHURCH,38.794378,-77.620573,
"LOVE OF CHRIST CHURCH, INC.",38.835519,-77.060029,
LOVING HEARTS CHURCH INC.,38.232926,-78.360671,
LUX CHURCH,37.548261,-77.43842,
"MAHANAIM CHURCH OF CHRIST, INC.",38.630297,-77.268546,
"MAKER OF HEAVEN BAPTIST CHURCH, INC.",38.662794,-77.254123,
"MANASSAS PRESBYTERIAN CHURCH, INC.",38.7805,-77.514576,
MANIFEST CHURCH INC.,37.610948,-77.438747,
"MARANATHA BAPTIST CHURCH OF YORKTOWN, INC.",37.123958,-76.453415,
"MARANATHA BAPTIST CHURCH, INC.",37.637537,-77.568457,
MARANATHA CUSTOM CHURCHES INC,46.906715,-98.70825,
MARIDANIELL ANNICCHIARICO,41.292678,-73.892394,
MARY HAMID KIM,35.209635,-80.825092,
MATTHEW A MURI,40.764347,-73.954508,
MCGILL CATHOLIC UNION,37.624264,-77.609548,
MECHANICSVILLE CHRISTIAN CENTER,37.618656,-77.372035,
MEKANE KIDUSAN ABUNE GEBEREMENFES KIDUS EOT CHURCH,38.810026,-77.130641,
METHODIST HOSPITAL,29.468413,-98.528889,
METHODIST TRANSITIONAL CARE-DESOTO,32.597338,-96.858834,
"MIDDLETOWN PRESBYTERIAN CHURCH, INC.",39.174154,-78.121064,
MISION LATINA CHURCH,38.807802,-77.166708,
MISTS OF TRANSFORMATION LLC,47.659886,-122.321135,
"MOSAIC CHURCH LYNCHBURG, INC.",37.404391,-79.171343,
MOUNT GILEAD CHURCH,37.222414,-76.625064,
"MOUNT HERMON UNITED METHODIST CHURCH, INC.",38.79438,-78.764631,
"MOUNT HOPE BAPTIST CHURCH OF SPOTSYLVANIA, VIRGINIA, INC.",38.286324,-77.562014,
"MOUNT PLEASANT BAPTIST CHURCH OF WILLIAMSBURG, INC.",37.272883,-76.749995,
"MOUNT SINAI CHURCH OF CHRIST DELIVERANCE, INC.",37.26576,-75.963852,
MOUNT TABOR BAPTIST CHURCH,36.629518,-77.131042,
MOUNT VERNON UNITED METHODIST CHURCH OF DANVILLE,36.57879,-79.404282,
MOUNTAIN OF HOLINESS FELLOWSHIP CHURCH,37.443372,-77.33842,
"MOVEMENT CHURCH, INC.",38.074362,-78.458109,
MR CHRISTIANA LLC,39.617856,-75.70849,
MT PLEASANT BAPTIST CHURCH FCU,38.835682,-77.1577,
MT. CARMEL FREEWILL BAPTIST CHURCH,38.612033,-78.454977,
"MT. HOPE PRESBYTERIAN CHURCH, INC.",39.086559,-78.343762,
"MUDDY CREEK BAPTIST CHURCH OF POWHATAN, INC.",37.6221,-78.06369,
MUHAMMAD MOSQUE # 24,37.602144,-77.424673,
MUHAMMAD'S HOLY TEMPLE OF ISLAM,33.797412,-84.197984,
"MY VILLAGE CHRISTIAN LEARNING CENTER, LLC",27.266764,-80.304166,
"MY VILLAGE CHRISTIAN LEARNING CENTER, LLC",27.151158,-80.32006,
MYUNGSUNG BAPTIST CHURCH,38.841779,-77.426425,
NALANDA WEST,47.654194,-122.344228,
NEBRASKA METHODIST HOSPITAL INC,41.262003,-95.933564,
"NEW BEGINNING FAMILY WORSHIP CENTER, INC.",38.780145,-77.183701,
"NEW BEGINNING PENTECOSTAL CHURCH OF JESUS CHRIST, INC",25.506653,-80.420046,
"NEW BEGINNING WORSHIP CENTER CHESAPEAKE, INC.",36.841646,-76.34359,
"NEW BEGINNINGS CHRISTIAN CHURCH - VA, INC.",38.660874,-77.368303,
"NEW BEGINNINGS CHRISTIAN CHURCH, INC.",37.885993,-79.26574,
"NEW BETHEL CHRISTIAN FELLOWSHIP, INC.",37.503319,-77.476371,
"NEW BREED CHRISTIAN CHURCH, INC.",38.761033,-77.583473,
"NEW CASTLE UNITED METHODIST CHURCH, INC.",37.498957,-80.138591,
NEW CHURCH FUEL CENTER,32.884322,-96.700825,
"NEW COVENANT CHURCH, INC.",37.054896,-76.429756,
NEW DESTINY APOSTOLIC CHURCH OF RICHMOND,37.521069,-77.377773,
NEW DESTINY BAPTIST CHURCH,38.283014,-77.452743,
"NEW DESTINY REVIVAL WORSHIP CENTER, INC.",36.824455,-76.348519,
NEW GRAFTON BAPTIST CHURCH,36.999459,-76.415038,
"NEW HANOVER PRESBYTERIAN CHURCH, INC.",37.674673,-77.380078,
"NEW HOPE BAPTIST CHURCH OF GOODE, INC.",37.30195,-79.379462,
NEW HOPE BIBLE CHURCH,38.912293,-78.160168,
"NEW HOPE CHRISTIAN CHURCH OF ROANOKE, INC.",37.218336,-79.953145,
"NEW HOPE CHRISTIAN CHURCH OF ROANOKE, PROPERTY CORP.",37.218336,-79.953145,
NEW JERUSALEM BIBLE CHURCH INC.,38.935604,-77.557177,
NEW JERUSALEM CHRISTIAN PRESCHOOL,32.376308,-90.122837,
NEW JERUSALEM VIRGINIA CHURCH,38.828623,-77.427744,
"NEW LIFE APOSTOLIC CHURCH MINISTRY, INCORPORATED",36.827335,-79.542774,
NEW LIFE BAPTIST CHURCH,38.201575,-78.904103,
NEW LIFE CHRISTIAN FELLOWSHIP,43.492125,-70.485368,
NEW LIFE WORSHIP CENTER,36.895911,-76.208521,
NEW MOUNT OLIVE APOSTOLIC CHURCH,36.759815,-78.999874,
"NEW VALLEY CHURCH, INC.",38.081796,-78.930905,
