name,latitude,longitude,building_count
NEW VISION CHURCH OF NORTHERN CALIFORNIA,37.436454,-121.861989,
NEWPORT NEWS INDEPENDENT BAPTIST CHURCH,37.111526,-76.500251,
"NEXT CHURCH, INC.",38.886919,-76.988552,
"NOBLE SENIOR LIVING AT CHRISTIANSBURG, LLC",40.34756,-74.064826,
NORFOLK MOSQUE,36.910165,-76.25638,
NORTHERN VIRGINIA UNITED METHODIST BOARD OF MISSIONS,38.856946,-77.307793,
NORTHWESTERN VIRGINIA UNITED METHODIST CHURCH BOARD OF MISSIONS,39.160175,-78.156689,
"NOTTOWAY BAPTIST CHURCH, INC.",37.089774,-77.991225,
NOW WORD CITY CHURCH INC.,37.414644,-79.199029,
"OAK GROVE BAPTIST CHURCH OF BIG STONE GAP, VA",36.876057,-82.76801,
"OAK HILL BIBLE CHURCH, INC.",37.820433,-79.803971,
OAKLAND CHRISTIAN UNITED CHURCH OF CHRIST,36.85262,-76.589515,
OASIS CHURCH RICHMOND,37.618656,-77.452066,
OASIS OF BREAKTHROUGH INTERNATIONAL CHURCH,38.63019,-77.272749,
OASIS OF LIFE CHRISTIAN CHURCH INC.,37.12146,-76.527814,
"OCEAN VIEW LIGHTHOUSE CHURCH, INC.",36.940923,-76.256424,
OLD CHURCH CONTRACTING L.L.C.,37.527263,-77.788829,
ON PURPOSE MINISTRIES WORSHIP CENTER,37.034115,-76.413779,
ONE ACCORD CHURCH,37.383256,-77.712942,
"ONE BODY NETWORK OF CHRISTIAN YOUTH CENTERS, INC.",38.846291,-77.303352,
ONE CHURCH,37.146458,-76.455771,
ONE GENERATION CHURCH,36.73899,-76.184561,
ONE HOPE CHURCH,36.777051,-76.324171,
"OPEN DOOR BAPTIST CHURCH, INC.",39.262194,-78.100053,
ORANGE ASSEMBLY OF GOD,38.219183,-78.046093,
OROMO EVANGELICAL CHURCH OF SEATTLE,47.537974,-122.278985,
OUTRAGEOUS FAITH CHRISTIAN MINISTRIES,39.135122,-77.769409,
PALMS CHURCH INC.,36.844004,-76.12036,
PARAGON ASSISTED LIVING FALLS CHURCH LLC,38.937356,-77.17615,
PARKVIEW CHURCH OF GOD,32.815898,-90.475849,
"PARKWAY CHURCH, INC.",38.662149,-77.324422,
"PARKWAY DRIVE CHRISTIANSBURG, LLC",35.155775,-80.836215,
PATRIOT CHRISTIAN COMMUNITY HOME LLC,37.281035,-79.957463,
PEACE LOVE HAIR BY CHRISTIAN,29.630738,-95.169467,
PEACE LOVE HAIR BY CHRISTIAN,29.705561,-95.225489,
PERSIAN CHURCH OF VIRGINIA,38.80783,-77.183722,
PEUTHER CHAPEL FREEWILL BAPTIST CHURCH,37.116476,-82.406894,
"PHENIX SALONS OF FALLS CHURCH, LLC",39.113147,-77.500439,
PILGRIM CHRISTIAN DAYCARE CENTER INC.,38.80925,-77.351572,
PILLAR CHURCH SBC,36.711675,-76.258561,
PINECREST BAPTIST CHURCH,36.811498,-76.367715,
"PLACE OF REDEMPTION CHURCH, INC.",36.805239,-76.362362,
PORCH RVA CHURCH,37.626632,-77.630631,
PORT CITY CHURCH OF NORFOLK,36.711675,-76.258561,
PORTICO CHURCH ARLINGTON INC.,38.875553,-77.127004,
PORTSMOUTH CHRISTIAN OUTREACH MINISTRIES,36.821829,-76.302145,
"POTOMAC BAPTIST CHURCH OF POTOMAC FALLS, VA",39.04161,-77.355025,
"POTOMAC CHURCH DEVELOPERS, LLC",36.86246,-75.981107,
Potomac Church Gp Llc,36.86246,-75.981107,
"POTOMAC CHURCH, LP",36.86246,-75.981107,
PRAISE AND DELIVERANCE WORSHIP TEMPLE,36.787182,-76.281877,
PROCEEDING WORD CHURCH PORTSMOUTH,36.83372,-76.316953,
PROCEEDING WORD CHURCH VA,36.735452,-76.367804,
"PROPHETICAL WORD CHURCH OF VIRGINIA, INC.",36.876038,-76.258453,
PROVIDENCE BIBLE DAY CENTER L.L.C.,37.500943,-79.125264,
PROVIDENCE BIBLE MINISTRIES,37.500943,-79.125264,
PROVIDENCE PRESBYTERIAN CHURCH PCA,37.272486,-79.952709,
"PYONGYANG BIBLE INSTITUTE, INC.",38.864066,-77.322231,
"QUICK LUBE OF CAROLINA CHRISTIANSBURG, LLC",35.210622,-80.828156,
"RADICAL CITY CHURCH, INC.",36.800081,-76.350915,
RAGAMUFFIN CHURCH,37.06434,-80.436237,
RAINBOW CHRISTIAN SERVICES,38.878599,-77.379862,
RDC CHURCH HILL NORTH PHASE 2B LLC,37.552344,-77.440698,
REBIRTH CHURCH LLC,37.467053,-77.534123,
REDEEMER BIBLE CHURCH,38.204424,-77.593495,
REDEMPTION CHURCH CHESAPEAKE INC.,36.771176,-76.324672,
REDEMPTION HILL CHURCH,37.516106,-77.466502,
REGINA CAELI CATHOLIC PARISH,29.897906,-95.513422,
RELENTLESS CHURCH,36.80965,-76.204265,
RELEVANT CHURCH GLOBAL OUTREACH CENTER,36.812251,-76.199801,
RESURRECTION CHURCH,36.764021,-80.736139,
"RESURRECTION EVANGELICAL LUTHERAN CHURCH, ARLINGTON",38.887597,-77.149184,
REVERENT CATHOLIC MASS LLC,37.642374,-77.570483,
REVIVAL CHURCH,39.128732,-77.54611,
REVIVAL FELLOWSHIP CHURCH,38.776984,-77.524577,
REVIVAL FIRE MINISTRIES INC.,36.324103,-88.782561,
RICHMOND CHRISTIAN FOUNDATION,37.538784,-77.437566,
"RICHMOND CHRISTIAN LEADERSHIP INITIATIVE, INC.",37.576836,-77.446414,
RIVER CHURCH RVA,37.327058,-77.318439,
RIVER ROCK CHURCH CAROLINE,38.016518,-77.518557,
RIVERLIGHT BAPTIST CHURCH,37.559195,-77.384309,
RIVERS UNITED CHURCH,36.776633,-76.843397,
RIVERSIDE BAPTIST CHURCH OF NEWPORT NEWS,37.012211,-76.451601,
"RIVERVIEW BAPTIST CHURCH, INC.",38.629264,-77.266473,
RIZE AGAIN CHRISTIAN RECOVERY CORP,40.573679,-105.118229,
ROCK CHURCH MINISTRIES,38.02319,-77.37331,
"ROCK CHURCH OF NEWPORT NEWS, INC.",37.121524,-76.532087,
ROCK CHURCH OF VIRGINIA BEACH,36.820226,-76.160904,
ROCK HILL BAPTIST CHURCH OF MECHANICSVILLE,37.584914,-77.249806,
ROGER CHRISTIAN HUANG,37.762807,-122.506841,
Rose Temple,47.619794,-122.321921,
"RPA BENNS CHURCH, LLC",36.749862,-76.059586,
SACRED STORY INSTITUTE,47.605921,-122.313669,
"SAINT ANTHONY MARONITE CATHOLIC CHURCH, INC.",37.662234,-77.584174,
"SAINT ELIAS MARONITE CATHOLIC CHURCH, INC.",37.313749,-80.001586,
"SAINT PAUL CHRISTIAN CENTER, INC.",38.820592,-77.058805,
SAINT THOMAS ANGLICAN CHURCH,38.79464,-77.615784,
SAINT THOMAS MISSION FOR IRAQI CHRISTIAN DEVELOPMENT,38.923588,-78.161095,
"SALEM BAPTIST CHURCH, SALEM, VA.",37.293816,-80.059707,
SALMON BAY FRIENDS MEETING,47.677164,-122.353989,
SALON ON CHURCH LIMITED LIABILITY COMPANY,38.010709,-75.391983,
SALONS OF WEST TEMPLE,31.117809,-97.41908,
SALVATION AND DELIVERANCE CHURCH A.K.A GOD S HAND INTERNATIONAL,36.895544,-76.447637,
SCHOOL FOR LITTLE CHILDREN,30.041217,-95.219141,
"SCOTT COUNTY CHRISTIAN SOCIAL MINISTRY, INC.",36.633508,-82.599087,
SECOND BAPTIST CHURCH RICHMOND,37.584227,-77.602322,
"SECOND CHANCE CHRISTIAN CENTER, INC.",36.64772,-77.55633,
"SECOND PRESBYTERIAN CHURCH OF RICHMOND, INC.",37.540461,-77.439633,
"SHENANDOAH BAPTIST CHURCH, INC.",37.335157,-79.957611,
SJV 1 FALLS CHURCH OPCO LLC,40.714443,-74.015849,
"SOCIETY OF ST. VINCENT DE PAUL, ST. MATTHEW CATHOLIC CHURCH CONFERENCE",36.82319,-76.219822,
SOKA GAKKAI INTERNATIONAL USA,47.549082,-122.323037,
"SONSHINE BIBLE CHURCH, INC.",38.672356,-77.958471,
SOUTHERN VIRGINIA BAPTIST CHURCH,37.112559,-76.516958,
SPANISH CHURCH OF GOD OF PROPHECY VA #5,37.491113,-77.49147,
"SPANISH CONGREGATION OF JEHOVAH S WITNESSES, ARLINGTON, VIRGINIA",38.894708,-77.168214,
SPIRIT AND TRUTH WORSHIP CENTER,36.718511,-76.282483,
"SPIRIT OF FIRE BAPTIST CHURCH, INC.",37.673183,-77.456573,
SPIRIT OF LIFE CHRISTIAN CHURCH INC.,37.028033,-76.346878,
"SPIRITUAL LIFE FAMILY WORSHIP CENTER, INC.",36.870434,-76.225471,
SPRING CHURCH BED AND BREAKFAST CORP.,36.547922,-77.579915,
SPRING CREEK BAPTIST CHURCH,37.429318,-77.69364,
"SPRING CREEK CHURCH OF THE NAZARENE, INC.",38.410629,-79.066163,
SPRING ROAD BAPTIST CHURCH INC.,37.011074,-79.265687,
SPURGEON MEMORIAL BAPTIST CHURCH,36.917915,-76.250137,
ST ANTHONYS CHURCH,39.751864,-75.568392,
ST JOHNS LUTHERAN CHURCH,39.760189,-104.996553,
ST MARGARET OF SCOTLAND CATHOLIC CHURCH,38.974502,-94.34522,
"ST. ANDREW PRESBYTERIAN CHURCH, PURCELLVILLE, VA",39.138494,-77.725927,
"ST. FRANCIS DE SALES, PURCELLVILLE, CATHOLIC CHURCH, INC.",38.872144,-77.10364,
"ST. J CHURCH PROPERTY, LLC",37.525485,-77.435794,
ST. JOHN S CHURCH CHARITABLE TRUST,37.026207,-76.346274,
"ST. JUDE S ANGLICAN CHURCH, INC.",37.583954,-77.556228,
ST. MARK EVANGELICAL LUTHERAN CHURCH LURAY,38.664996,-78.464711,
"ST. MATTHEW S LUTHERAN CHURCH OF WOODBRIDGE , VIRGINIA",38.685167,-77.308648,
"ST. PAUL ASSEMBLY OF GOD, INC.",36.936767,-82.364288,
STAUNTON ALLIANCE CHURCH,38.15091,-79.043296,
STW CHRISTIAN CLOTHING LLC,37.059416,-76.444908,
"SUGAR GROVE BAPTIST CHURCH, INC.",36.781473,-81.395389,
"SWEETHAVEN BAPTIST CHURCH, INC.",36.86844,-76.377743,
SWIFT CREEK BAPTIST CHURCH,37.398397,-77.667267,
"SWIFT CREEK BAPTIST CHURCH PROPERTIES, INC.",37.265998,-77.430234,
SWORDS CREEK COMMUNITY BAPTIST CHURCH,37.035717,-81.912577,
"TABERNACLE OF PRAISE CHURCH OF CHRIST, INC.",36.991447,-79.889506,
TACO ROCK OF FALLS CHURCH LLC,38.896916,-77.073194,
Tacoma Christian Center,47.230255,-122.419879,
TAPESTRY CHURCH,36.831106,-76.082198,
TELUGU CHRISTIAN FELLOWSHIP CHURCH,39.056213,-77.461129,
TEMPLE BUILDERS FITNESS MINISTRY LLC,37.614315,-77.505739,
Temple Management,33.458957,-84.455474,
TEMPLE OF DELIVERANCE OUTREACH MINISTRY FOR CHRIST TABERNACLE,37.34461,-79.209225,
TEMPLE OF PRAISE NO. 2,36.792158,-76.349986,
"TEMPLE TAX, LLC",40.49297,-74.442985,
TEMPLETON AND ROSE LLC,36.847067,-76.12643,
TENTH STREET BAPTIST CHURCH LLC,37.471943,-77.498749,
"TESTAMENT BIBLE INSTITUTE, INC.",36.720675,-76.56904,
"TF CHRISTIANSBURG, LLC",37.162515,-80.4297,
THE APOSTLE CHURCH OF CHRIST IN GOD,36.69053,-79.882278,
THE APOSTOLIC CHURCH GLORIOUS VISION HAMPTON ROADS ASSEMBLY,36.874698,-76.256557,
THE ARK COVENANT CHURCH INC.,36.726973,-76.355989,
"THE AUGUSTA CHRISTIAN EDUCATORS, INC.",38.05606,-78.910865,
THE BETHEL KOREAN BAPTIST CHURCH,38.865717,-77.442176,
THE BIBLE HOUR INC.,36.722973,-76.053512,
"THE BIBLE STUDY INTERNATIONAL MINISTRY, INC.",39.026054,-77.530878,
THE BOARD OF MISSIONS OF THE RICHMOND DISTRICT VIRGINIA CONFERENCE OF THE UNITED METHODIST CHURCH,37.531296,-77.416103,
THE BRIDGE CHURCH GLOBAL,37.556834,-77.883636,
THE BRIDGE PRESBYTERIAN CHURCH,38.864585,-77.372878,
THE CATHOLIC COMMUNITY FOUNDATION OF THE DIOCESE OF RICHMOND,37.630329,-77.530344,
THE CATHOLIC DIOCESE OF ONE SPIRIT,40.664248,-73.376067,
"THE CATHOLIC EVANGELICAL MISSIONARY PEOPLE OF COLOR GRANT, INC.",37.371338,-77.432753,
"THE CHRISTIAN WORLDWIDE NETWORK, INC.",36.844471,-76.315123,
THE CHURCH AT THE FALLS - THE FALLS CHURCH,38.869934,-77.170295,
THE CHURCH HILL IRISH FESTIVAL BY SPBSS,37.497717,-77.40424,
"THE CHURCH OF CHRIST AT DALE RIDGE, INC.",37.357681,-79.886243,
THE CHURCH OF GOD IN VIRGINIA,37.143166,-80.319192,
THE CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS,40.61106,-111.89994,
THE CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS,32.724103,-117.170912,
THE CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS,0,0,
THE CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS,44.31242,-84.76241,
"THE CHURCH OF PENTECOST U.S.A., INC. CHARLOTTESVILLE ASSEMBLY",38.667829,-77.398604,
"THE CHURCH OF PENTECOST U.S.A., INC. CULPEPER ASSEMBLY",38.667829,-77.398604,
"THE CHURCH OF PENTECOST U.S.A., INC. DUMFRIES CENTRAL - SHILOH ASSEMBLY",38.667829,-77.398604,
"THE CHURCH OF PENTECOST U.S.A., INC. FREDERICKSBURG ASSEMBLY",38.667829,-77.398604,
"THE CHURCH OF PENTECOST U.S.A., INC. PIWC DUMFRIES ASSEMBLY",38.667829,-77.398604,
THE CHURCH OF PENTECOST VIRGINIA SPANISH ASSEMBLY,38.673084,-77.339372,
THE CHURCH OF ST. PETER AND ST. PAUL,37.32225,-79.999271,
THE CHURCH OF THE ASCENSION,38.884848,-77.166098,
"THE CHURCH OF THE LIVING GOD INTERNATIONAL, INC.",40.034039,-82.915845,
"THE CHURCH OF THE LIVING GOD, PILLAR AND GROUND OF THE TRUTH, THE LIGHT OF THE WORLD, HARRISONBURG",38.452427,-78.886378,
THE CHURCH ON THE ROCK MINISTRIES INC.,38.637807,-77.332165,
THE CITY GATES CHURCH,38.83942,-77.270252,
THE CLASSICAL CHRISTIAN CONSERVATORY OF ALEXANDRIA,38.837938,-77.077047,
THE COLORADO SPRINGS CHURCH OF GOD (7TH DAY),38.799373,-104.794553,
The Corner Church,37.523602,-77.315609,
THE CROSS OF JESUS CHURCH LLC,38.578565,-77.305376,
THE EDGE WORSHIP CENTRE INCORPORATED,37.553994,-76.812826,
THE FALLS CHURCH VETERANS CORPORATION,38.890936,-77.176814,
THE FIRST CHURCH OF CHRISTIAN DISCIPLESHIP,38.479451,-77.578996,
THE GILES COUNTY CHRISTIAN SERVICE MISSION,37.326348,-80.734863,
THE GOOD SHEPHERD GHANA METHODIST CHURCH INC,38.306595,-77.468076,
"THE GREAT GOOD SHEPHERD CHRISTIAN CHURCH, INC.",38.466906,-77.43516,
"THE GROWING CHRISTIAN, LLC",36.868871,-76.254427,
THE HILL CHURCH,37.285027,-80.000855,
"THE HONAKER CHRISTIAN CENTER, INC.",37.01622,-81.97429,
THE HOPE CHURCH OF COLORADO SPRINGS,64.822317,-147.733839,
THE HOUSE OF NEW BEGINNINGS WORSHIP CENTER,36.780712,-76.218423,
THE JEWISH & CHRISTIAN CHARITIES MINISTRY,38.879962,-77.177573,
"THE KINGDOM CHURCH MINISTRIES INTERNATION, LLC",37.410061,-77.642372,
THE LAMP CHURCH,38.6054,-77.319064,
"THE LANDING PLACE FELLOWSHIP FREE METHODIST CHURCH, INC.",37.113091,-76.532157,
THE LOVE CHURCH MINISTRIES,37.519916,-77.443852,
THE MISSION CHURCH,36.883413,-76.294528,
"THE NATIONAL SERVICE COMMITTEE OF THE CATHOLIC CHARISMATIC RENEWAL OF THE UNITED STATES, INC.",41.672988,-86.235206,
THE NEW ERA KINGDOM CHURCH,36.877459,-76.23353,
THE NEW ST LUKE APOSTLE CHURCH HOUSE OF PRAYER AND PRAISE,36.714478,-78.89742,
"THE NORTHERN VIRGINIA CHINESE CHRISTIAN CHURCH, INC.",38.875822,-77.240609,
"THE ONE, HOLY, CATHOLIC, AND APOSTOLIC CHURCH",36.985718,-82.415447,
"THE PENTECOSTAL CHURCHES, INC.",38.337544,-79.139823,
THE POTTERS HOUSE CHURCH,36.806225,-76.080243,
"THE PRESBYTERIAN CHURCH OF RADFORD, RADFORD, VIRGINIA, INC.",37.132335,-80.57173,
"THE PRESBYTERIAN COMMUNITY CENTER, INC.",37.270916,-79.922461,
THE REDEEMED CHRISTIAN CHURCH OF GOD HOUSE OF PRAISE HAMPTON,37.044038,-76.351738,
"THE REDEEMED CHRISTIAN CHURCH OF GOD INC., NEW SONG ASSEMBLY",38.732221,-77.102867,
THE REDEEMED CHRISTIAN CHURCH OF GOD-BREAD OF LIFE PARISH,39.237789,-77.504338,
"THE REDEEMED CHRISTIAN CHURCH OF GOD, HOSANNA CHAPEL",38.290523,-77.546099,
"THE REDEEMED CHRISTIAN CHURCH OF GOD, POWER HOUSE PARISH",37.353919,-77.449346,
THE REMNANT CHURCH OF POWER INC.,36.580749,-79.391555,
"THE RESURRECTION POWER BELIEVERS CHURCH, LLC",38.807586,-77.141755,
THE SALISBURY PRESBYTERIAN CHURCH FOUNDATION,37.526574,-77.653014,
THE SPIRIT OF FAITH MINISTRIES AND THE SPIRIT OF FAITH CHRISTIAN CHAPEL,38.728238,-77.108985,
"THE TABLE CHURCH, INC.",37.994388,-78.500047,
"THE TEMPLE OF HEALING WATERS CHURCH OF GOD IN CHRIST, INC.",38.996338,-77.44737,
"THE THRONE LIFE INTERNATIONAL CHURCH, INC.",38.845418,-77.075057,
"THE VIRGINIA CONFERENCE OF THE AFRICAN METHODIST EPISCOPAL CHURCH, INC.",37.387677,-75.9136,
"THE WAY OF THE CROSS CHURCH - INTERNATIONAL YOUTH FOR CHRIST, INC.",37.559067,-77.387491,
THE WELL CHURCH OF VIRGINIA,37.099641,-76.532154,
"THE WOMEN S MINISTRY THRIFT SHOP OF LIGHT OF CHRIST ANGLICAN CHURCH, INC.",37.917538,-76.471991,
THE WORD WORKS WORSHIP CENTER INCORPORATED,37.1367,-76.524693,
"THIRD BAPTIST CHURCH OF ALEXANDIRA, VIRGINIA",38.808988,-77.049289,
TIDEWATER CENTRAL CHURCH OF THE NAZARENE,36.839995,-76.17671,
TK FALLS CHURCH 2 INC.,38.892674,-77.187789,
TK FALLS CHURCH INC.,38.677954,-77.304696,
"TRANSFIGURATION CHRISTIAN FELLOWSHIP MINISTRIES, INC.",38.936043,-77.550291,
TRANSFORMED CITY CHURCH,37.458004,-77.490929,
"TRANSFORMED LIFE CHURCH, INC.",36.776047,-76.064072,
"TRANSIT CHURCH, INCORPORATED",38.80198,-77.142246,
"TREASURES OF THE HEART CHURCH, INC.",36.712655,-76.021011,
TREE OF LIFE CHURCH,38.829218,-77.199658,
"TRINITY REFORMED BAPTIST CHURCH, INC.",37.142956,-79.969359,
"TRUE FAITH CHURCH OF VIRGINIA, INC.",38.575915,-77.308705,
"TRUE GOSPEL REHOBOTH CHURCH, INCORPORATED",37.444268,-77.666433,
TRUE VINE APOSTOLIC CHURCH OF CHRIST,36.99334,-76.426686,
"TRUTH AND WORSHIP OUTREACH MINISTRIES, INC.",36.558645,-79.462118,
"TUCSON CHRISTIAN RADIO, INC.",34.948236,-81.916657,
UMMAH MARKET FALLS CHURCH LLC,39.065529,-77.497926,
"UNION BAPTIST CHURCH, INC.",37.280347,-76.708,
"UNION CHRISTIAN BIBLE INSTITUTE, INC.",36.805325,-76.355555,
"UNION PRESBYTERIAN CHURCH, INC.",38.264316,-79.127171,
UNITARIAN UNIVERSALIST CONGREGATION OF CHARLOTTESVILLE,38.043526,-78.498743,
"UNITED AMERICAN CATHOLIC CHURCH, INC.",36.905824,-76.127027,
UNITED CHRISTIAN HEALTH FOUNDATION,38.833495,-76.938526,
"UNITED FULL GOSPEL REVIVAL CENTER OF SUFFOLK, INC.",36.880208,-76.489814,
"UNITED TELUGU CHRISTIAN FELLOWSHIP OF VIRGINIA, INC.",39.030627,-77.534936,
"UNITY BAPTIST CHURCH OF PRINCE GEORGE, VIRGINIA",37.246152,-77.270989,
UNITY FELLOWSHIP ALLIANCE OF CHURCHES LLC,36.827232,-76.167816,
UNITY FELLOWSHIP CHURCH LLC,37.264504,-76.664949,
UNITY LIFE CHRISTIAN CHURCH,38.767046,-77.465946,
UNIVERSAL LIFE CHURCH MONASTERY STOREHOUSE,47.579074,-122.333959,
UPPER CHRISTIANA GBC LTD,39.661485,-75.724489,
URBAN PIPELINE,47.626557,-122.344664,
VALERIA M DEJICA MD,42.990589,-71.472856,
VALLEY CHRISTIAN SCHOOL,39.985255,-75.872196,
"VALLEY STORAGE CHRISTIANSBURG, LLC",37.138062,-80.37637,
"VICTORIA BOULEVARD CONGREGATION OF JEHOVAH S WITNESSES, LLC",37.062387,-76.34163,
VICTORY BAPTIST CHURCH OF HAMPTON,37.035519,-76.31258,
"VICTORY BAPTIST CHURCH OF VIRGINIA BEACH, INC.",36.756697,-76.135088,
VICTORY CHRISTIAN CHURCH,37.750171,-77.86048,
VICTORY CHRISTIAN FELLOWSHIP,37.56038,-77.442585,
VICTORY FELLOWSHIP APOSTOLIC CHURCH INC,37.548692,-77.414362,
"VINTON WESLEYAN CHURCH, INC.",37.277273,-79.89658,
"VIRGINIA BEACH CHURCH OF GOD OF PROPHECY, INC.",36.821259,-76.15117,
VIRGINIA KACHIN BAPTIST CHURCH,37.499279,-77.639306,
VIRGINIA KOREAN BAPTIST CHURCH INC,38.759228,-77.309713,
"VIRGINIA NEW LIFE CHURCH, INC.",38.840717,-77.406121,
"VIRLINA DISTRICT BOARD--CHURCH OF THE BRETHREN, INC.",37.305894,-79.932086,
VIRTUOUSLY UNVEILED CHRISTIAN RESOURCE CENTER,37.355734,-77.466863,
VISION - EBENEZER COMMUNITY CHURCH,38.779064,-77.291894,
VISION IDEAL OF CHURCH CORP.,28.581253,-81.464756,
WAKEMANS GROVE CHURCH OF THE BRETHREN,38.84547,-78.618981,
"WALDROP CHURCH, LLC",36.847067,-76.12643,
WASHINGTON BETHANY CHURCH,38.599015,-77.27061,
WASHINGTON KOREAN PEACE PRESBYTERIAN CHURCH,38.895047,-77.208227,
"WASHINGTON TREE OF LIFE CHURCH, INC.",38.855717,-77.317642,
"WATERTOWN LUTHERAN SENIOR HOUSING, INC.",43.132599,-88.743595,
WAYMAKER CHURCH,37.382157,-79.29644,
Waymaker Outreach Worship Center,36.618798,-79.410484,
WAYSIDE CHRISTIAN SCHOOL,40.307789,-75.639048,
"WEST CHURCH PROPERTIES, LLC",36.681298,-79.86626,
WEST ST UNITED METHODIST CHURCH,39.511568,-85.791993,
WESTERN BRANCH BAPTIST CHURCH,36.763333,-76.720253,
"WESTERN FAIRFAX CHRISTIAN MINISTRIES, INC.",38.883824,-77.443052,
"WESTMINSTER PRESBYTERIAN CHURCH OF WAYNESBORO, VIRGINIA, INC.",38.072943,-78.91186,
WHHV,36.759062,-80.727031,
"WILDERNESS ABBEY CHURCH, LLC",38.347372,-77.771571,
"WILLIAMS GLOBAL MINISTRIES, INC",26.624274,-81.788871,
"WILLIAMS GLOBAL MINISTRIES, INC",26.562004,-81.873741,
"WILLIAMSBURG PRESBYTERIAN CHURCH, INC.",37.272546,-76.709681,
WINCHESTER BAPTIST CHURCH,39.123969,-78.157629,
WINCHESTER KOREAN PRESBYTERIAN CHURCH,39.149439,-78.161496,
WINDSOR BAPTIST CHURCH,36.711675,-76.258561,
WINGFIELD BAPTIST CHURCH,37.444598,-79.178187,
WISE CHURCH OF GOD OF PROPHECY INC.,37.399755,-79.894208,
"WOODBRIDGE MINISTRIES A.M.E. ZION CHURCH, INC.",38.62047,-77.357418,
WORD OF TRUTH FAMILY WORSHIP CENTER,38.578656,-77.301379,
WORSHIP AND PRAISE DELIVERANCE CHURCH INC.,37.574787,-77.38702,
"WORSHIP EQUIPPERS FOR CHRIST, INC.",39.034586,-77.397545,
YESHUA CHRISTIAN MINISTRY INTERNATIONAL YCMI,39.022209,-77.482003,
YMCA,36.907888,-76.280856,
YMCA,42.987414,-70.934724,
"YORK ASSEMBLY OF GOD, INC.",37.185658,-76.48472,
YORK RIVER BAPTIST CHURCH,37.389345,-76.759126,
YOUTH FOR CHRIST OF SEATTLE,47.682592,-122.326646,
"ZION BAPTIST CHURCH OF BERRYVILLE VIRGINIA, INC.",39.144611,-77.984593,
ZION COMMUNITY CHURCH EN ESPANOL UNO,36.819738,-76.46932,
ZOE INTERNATIONAL CHURCH OF GOD,38.804722,-77.271821,
